NAME,LIGHT-YEARS FROM EARTH,PLANET MASS,STELLAR MAGNITUDE,DISCOVERY DATE
HD 103949 b,86,11.2 Earths,8.7,2019
HD 104067 b,66,0.16 Jupiters,7.92,2009
HD 10442 b,442,1.487 Jupiters,7.828,2014
HD 104985 b,328,5.559 Jupiters,5.79389,2003
HD 105618 b,229,25.42627 Earths,8.63,2022
HD 105618 c,229,26.491 Jupiters,8.63,2022
HD 105779 b,180,0.64 Jupiters,8.65,2022
HD 106252 b,125,10 Jupiters,7.41,2002
HD 106270 b,306,11.4 Jupiters,7.58,2011
HD 106315 b,357,12.6 Earths,8.951,2017
HD 106315 c,357,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.518 Jupiters,7.971,2012
HD 106906 b,336,11 Jupiters,7.8,2013
HD 10697 b,108,5.743 Jupiters,6.28262,1999
HD 107148 b,161,0.21 Jupiters,8.01,2005
HD 107148 c,161,19.89606 Earths,8.01,2021
HD 108147 b,127,0.261 Jupiters,6.99,2002
HD 108202 b,126,3 Jupiters,10.26,2023
HD 108236 b,211,3.24 Earths,9.25,2020
HD 108236 c,211,4.94 Earths,9.25,2020
HD 108236 d,211,6.98 Earths,9.25,2020
HD 108236 e,211,9.71 Earths,9.25,2020
HD 108236 f,211,4.72 Earths,9.25,2021
HD 108341 b,160,2.25 Jupiters,9.38,2014
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.76,2002
HD 108874 c,194,0.99 Jupiters,8.76,2005
HD 109246 b,221,0.86 Jupiters,8.751,2010
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 109286 b,181,2.99 Jupiters,8.78,2021
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 10975 b,380,0.45 Jupiters,5.94188,2021
HD 109833 b,260,8.69 Earths,9.29,2022
HD 109833 c,260,7.22 Earths,9.29,2022
HD 109988 b,139,21.821 Jupiters,8.9,2022
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 110537 b,147,27.099 Jupiters,7.83,2022
HD 11112 b,145,8.176 Jupiters,7.13,2022
HD 111232 b,94,7.965 Jupiters,7.59,2003
HD 111232 c,94,18.063 Jupiters,7.59,2022
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.8 Jupiters,6.11006,2016
HD 112300 b,202,15.83 Jupiters,3.39515,2023
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,3.259 Jupiters,6.02078,2013
HD 113337 c,118,19.821 Jupiters,6.02078,2022
HD 11343 c,506,0.804 Jupiters,7.88,2022
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114082 b,311,8 Jupiters,8.2,2022
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.847,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,1.9 Jupiters,7.56,2018
HD 11505 b,127,7.899 Jupiters,7.43,2022
HD 11506 b,167,4.88 Jupiters,7.51,2007
HD 11506 c,167,0.369 Jupiters,7.51,2008
HD 11506 d,167,7.383 Jupiters,7.51,2022
HD 115404 A b,36,30.82936 Earths,6.55,2022
HD 115404 A c,36,10.319 Jupiters,6.55,2022
HD 115954 b,286,8.45 Jupiters,8.34,2021
HD 116029 b,402,1.4 Jupiters,7.88,2011
HD 116029 c,402,1.27 Jupiters,7.88,2018
HD 117207 b,106,2.106 Jupiters,7.26,2004
HD 11755 b,767,5.63 Jupiters,6.88269,2015
HD 117618 b,123,0.174 Jupiters,7.17,2004
HD 118203 b,301,2.79 Jupiters,8.05,2005
HD 11964 b,109,0.622 Jupiters,6.41525,2005
HD 11964 c,109,25 Earths,6.41525,2008
HD 11977 b,222,6.54 Jupiters,4.68,2005
HD 120084 b,336,6.4 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 12235 b,104,10.48834 Earths,5.88051,2022
HD 12235 c,104,9.866 Jupiters,5.88051,2022
HD 122562 c,174,0.23 Jupiters,7.659,2022
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125271 b,128,10.904 Jupiters,9.68,2022
HD 125390 b,501,27.204 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,2.974 Jupiters,8.31,2007
HD 125612 c,188,15.57359 Earths,8.31,2009
HD 125612 d,188,7.178 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 126525 b,123,0.237 Jupiters,7.85,2018
HD 126614 b,238,0.339 Jupiters,8.81,2009
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 12661 c,123,1.812 Jupiters,7.43,2002
HD 127506 b,73,27.33324 Earths,8.7,2022
HD 128311 b,53,1.769 Jupiters,7.48,2002
HD 128311 c,53,3.789 Jupiters,7.48,2005
HD 128356 b,85,0.89 Jupiters,8.2411,2016
HD 129445 b,220,2.51 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,6.2 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 135625 b,184,2.3 Jupiters,7.72,2023
HD 135872 b,269,5.489 Jupiters,7.28103,2022
HD 136118 b,168,13.102 Jupiters,6.9456,2022
HD 136352 b,48,4.72 Earths,5.655,2019
HD 136352 c,48,11.24 Earths,5.655,2019
HD 136352 d,48,8.82 Earths,5.655,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 13724 c,142,0.16 Jupiters,7.89,2022
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 137496 b,507,4.04 Earths,9.899,2021
HD 137496 c,507,7.66 Jupiters,9.899,2021
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.8 Jupiters,7.61,2009
HD 139357 b,366,19.871 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,15.3 Jupiters,6.53329,2014
HD 140901 b,50,15.57359 Earths,6.012,2022
HD 140901 c,50,6.284 Jupiters,6.012,2022
HD 141004 b,39,13.63484 Earths,4.422,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.51 Jupiters,7.7,2005
HD 142245 b,317,3.07 Jupiters,7.46,2011
HD 142415 b,116,1.67 Jupiters,7.33,2003
HD 142 A d,85,0.26 Jupiters,5.7,2022
HD 142 b,85,1.249 Jupiters,5.7,2001
HD 142 c,85,10.901 Jupiters,5.7,2012
HD 143105 b,153,1.21 Jupiters,6.77005,2016
HD 143361 b,223,4.35 Jupiters,9.2,2008
HD 144899 b,377,20.34102 Earths,8.97,2022
HD 145377 b,174,6.02 Jupiters,9.236,2008
HD 145457 b,441,2.794 Jupiters,6.57226,2010
HD 145675 c,58,5.025 Jupiters,6.61935,2021
HD 145934 b,743,2.072 Jupiters,8.495,2015
HD 1461 b,77,6.44 Earths,6.47933,2010
HD 1461 c,77,5.59 Earths,6.47933,2015
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,21.6 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 149806 b,66,12.597 Jupiters,7.08308,2022
HD 150010 b,471,2.4 Jupiters,6.2893,2022
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.43 Jupiters,7.03,2012
HD 151450 b,142,38.45724 Earths,7.43,2022
HD 151450 c,142,5.148 Jupiters,7.43,2022
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153557 b,59,20.34102 Earths,7.83,2022
HD 153557 c,59,17.48056 Earths,7.83,2022
HD 153557 d,59,27.454 Jupiters,7.83,2022
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,1.19 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 155918 b,90,7.62788 Earths,7,2022
HD 155918 c,90,5.909 Jupiters,7,2022
HD 156098 b,157,15.89142 Earths,5.53,2022
HD 156098 c,157,5.228 Jupiters,5.53,2022
HD 156279 b,118,9.432 Jupiters,8.07,2011
HD 156279 c,118,9.75 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 15906 b,149,5.65 Earths,9.78,2023
HD 15906 c,149,8.91 Earths,9.78,2023
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 159868 b,182,2.218 Jupiters,7.24,2006
HD 159868 c,182,0.768 Jupiters,7.24,2012
HD 1605 b,290,0.934 Jupiters,7.52,2015
HD 1605 c,290,3.62 Jupiters,7.52,2015
HD 160691 b,51,4.3 Jupiters,5.124,2000
HD 160691 c,51,4.4 Jupiters,5.124,2004
HD 160691 d,51,10.17 Earths,5.124,2004
HD 160691 e,51,7 Jupiters,5.124,2006
HD 161178 b,350,0.57 Jupiters,5.88375,2021
HD 16141 b,123,0.26 Jupiters,6.834,2000
HD 16175 b,195,5.9 Jupiters,7.297,2009
HD 162020 b,101,9.84 Jupiters,9.1,2002
HD 163607 b,221,0.7836 Jupiters,8,2010
HD 163607 c,221,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,173,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 164604 b,128,1.99792 Jupiters,9.62,2009
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 164922 c,72,13 Earths,7.01227,2016
HD 164922 d,72,4 Earths,7.01227,2020
HD 164922 e,72,10.52012 Earths,7.01227,2021
HD 165131 b,187,18.7 Jupiters,8.42,2023
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,385,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.8 Jupiters,9.33,2012
HD 167042 b,162,1.397 Jupiters,5.98796,2007
HD 167677 b,177,2.85 Jupiters,8.9,2023
HD 167768 b,350,0.85 Jupiters,5.98894,2022
HD 168009 b,76,9.53485 Earths,6.295,2021
HD 168443 b,129,7.628 Jupiters,6.92122,1998
HD 168443 c,129,17.306 Jupiters,6.92122,2000
HD 168746 b,136,0.27 Jupiters,7.95,2002
HD 168863 b,130,6.78 Jupiters,9.35,2022
HD 16905 b,130,11.3 Jupiters,9.44,2022
HD 1690 b,2455,8.79 Jupiters,9.19,2010
HD 169142 b,371,3 Jupiters,8.156,2023
HD 169830 b,123,2.531 Jupiters,5.9,2000
HD 169830 c,123,7.669 Jupiters,5.9,2003
HD 170469 b,196,0.66 Jupiters,8.21,2007
HD 17092 b,745,10.13 Jupiters,7.732,2007
HD 171028 b,364,2.62 Jupiters,8.292,2007
HD 171238 b,146,8.8 Jupiters,8.61,2009
HD 17156 b,255,3.51 Jupiters,8.17,2007
HD 173416 b,431,1.841 Jupiters,6.04188,2008
HD 174205 b,763,4.2 Jupiters,6.28209,2022
HD 175167 b,232,6.411 Jupiters,8.01,2009
HD 175541 b,423,0.598 Jupiters,8.020001,2007
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 180053 b,447,2.194 Jupiters,7.93,2018
HD 18015 b,404,3.3 Jupiters,7.89,2018
HD 180314 b,399,22.707 Jupiters,6.61519,2010
HD 180617 b,19,12.214 Earths,9.12,2018
HD 180902 b,341,1.685 Jupiters,7.78,2009
HD 181234 b,156,9.379 Jupiters,8.59,2019
HD 181342 b,393,2.54 Jupiters,7.55,2009
HD 181433 b,88,6.3566 Earths,8.4,2008
HD 181433 c,88,0.64 Jupiters,8.4,2008
HD 181433 d,88,0.54 Jupiters,8.4,2008
HD 18143 b,73,10.80617 Earths,7.518,2022
HD 18143 c,73,9.998 Jupiters,7.518,2022
HD 181720 b,196,0.4 Jupiters,7.84,2009
HD 183263 b,177,3.471 Jupiters,7.86,2004
HD 183263 c,177,9.31 Jupiters,7.86,2008
HD 183579 b,187,19.7 Earths,8.67,2021
HD 184010 b,198,0.31 Jupiters,5.88639,2022
HD 184010 c,198,0.3 Jupiters,5.88639,2022
HD 184010 d,198,0.45 Jupiters,5.88639,2022
HD 18438 b,731,21 Jupiters,5.50474,2023
HD 185269 b,170,1.01 Jupiters,6.67973,2006
HD 185283 b,102,1.3 Jupiters,9.03,2023
HD 18599 b,126,24.1 Earths,8.99,2022
HD 187085 b,150,0.836 Jupiters,7.22,2006
HD 187123 b,150,0.523 Jupiters,7.83,1998
HD 187123 c,150,1.99 Jupiters,7.83,2008
HD 18742 b,531,3.4 Jupiters,7.81,2011
HD 188015 b,165,1.5 Jupiters,8.24,2004
HD 188641 b,210,29.365 Jupiters,7.34,2022
HD 189567 b,58,8.5 Earths,6.07,2021
HD 189567 c,58,7 Earths,6.07,2021
HD 189733 b,64,1.13 Jupiters,7.67,2005
HD 190007 b,41,15.5 Earths,7.46,2020
HD 190228 b,205,5.03 Jupiters,7.3,2022
HD 190360 b,52,1.8 Jupiters,5.745,2003
HD 190360 c,52,19.069 Earths,5.745,2005
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 190984 b,483,3.58 Jupiters,8.76,2009
HD 191806 b,214,9.334 Jupiters,8.09,2016
HD 191939 b,175,10 Earths,8.97,2020
HD 191939 c,175,8 Earths,8.97,2020
HD 191939 d,175,2.8 Earths,8.97,2020
HD 191939 e,175,0.35302 Jupiters,8.97,2022
HD 191939 f,175,2.07659 Jupiters,8.97,2022
HD 191939 g,175,13.5 Earths,8.97,2022
HD 192263 b,64,0.56 Jupiters,7.79,1999
HD 192310 b,29,16.9 Earths,5.73,2011
HD 192310 c,29,24 Earths,5.73,2011
HD 192699 b,234,2.096 Jupiters,6.45591,2007
HD 194490 b,262,11.207 Jupiters,8.99,2022
HD 195019 b,123,3.98 Jupiters,6.87591,1998
HD 196050 b,165,4.7 Jupiters,7.5,2002
HD 196067 b,130,12.5 Jupiters,6.51,2012
HD 19615 b,865,8.5 Jupiters,6.55594,2022
HD 196885 A b,111,2.58 Jupiters,6.39677,2007
HD 197037 b,108,0.79 Jupiters,6.82294,2012
HD 199509 b,79,0.136 Jupiters,6.98,2022
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 20003 b,136,11.66 Earths,8.39,2019
HD 20003 c,136,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 20329 b,208,7.42 Earths,8.76,2022
HD 203387 b,201,3.48 Jupiters,4.28,2022
HD 203387 c,201,7.485 Jupiters,4.28,2022
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.615 Jupiters,7.99,2010
HD 204313 c,156,17.16273 Earths,7.99,2015
HD 204313 e,156,15.317 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.392 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 206893 b,133,28 Jupiters,6.68804,2021
HD 206893 c,133,12.7 Jupiters,6.68804,2022
HD 207496 b,77,6.1 Earths,8.23,2023
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 207832 c,192,0.73 Jupiters,8.78,2012
HD 207897 b,92,14.4 Earths,8.37,2021
HD 20794 b,20,2.7 Earths,4.258,2011
HD 20794 c,20,2.4 Earths,4.258,2011
HD 20794 d,20,4.8 Earths,4.258,2011
HD 20794 e,20,4.77 Earths,4.258,2017
HD 208487 b,147,0.52 Jupiters,7.47,2004
HD 208527 b,1018,9.9 Jupiters,6.38984,2012
HD 20868 b,156,1.25 Jupiters,9.92,2008
HD 208897 b,220,1.194 Jupiters,6.50821,2017
HD 209458 b,158,0.73 Jupiters,7.65,1999
HD 210193 b,138,0.4817 Jupiters,7.83,2019
HD 210277 b,69,1.29 Jupiters,6.54348,1998
HD 210702 b,177,1.515 Jupiters,5.93022,2007
HD 211403 b,271,5.54 Jupiters,8.48,2021
HD 211810 b,211,0.67 Jupiters,8.59,2018
HD 211970 b,43,13 Earths,10.24,2019
HD 212301 b,177,0.51 Jupiters,7.76,2005
HD 212771 b,363,2.39 Jupiters,7.6,2009
HD 213240 b,133,5.21 Jupiters,6.81,2001
HD 213472 b,210,3.5 Jupiters,8.17,2021
HD 213519 b,134,9.21702 Earths,7.68,2022
HD 213885 b,157,8.83 Earths,7.95,2019
HD 213885 c,157,19.95 Earths,7.95,2019
HD 21411 b,95,0.20734 Jupiters,7.88,2019
HD 214823 b,331,18.61 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.35 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,4.2 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.852 Jupiters,7.78,2011
HD 217786 c,181,7.31005 Earths,7.78,2022
HD 217958 b,202,0.524 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.62 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.54,2015
HD 219134 c,21,4.36 Earths,5.54,2015
HD 219134 d,21,16.17 Earths,5.54,2015
HD 219134 f,21,7.3 Earths,5.54,2015
HD 219134 g,21,10.80622 Earths,5.54,2015
HD 219134 h,21,0.34 Jupiters,5.54,2015
HD 219139 b,342,0.78 Jupiters,5.84863,2021
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,19.0697 Earths,8.04,2007
HD 219828 c,238,16.054 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.2 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,22 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
HD 222155 b,165,1.83 Jupiters,7.11716,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,6.531 Jupiters,8.06,2016
HD 224693 b,305,0.7 Jupiters,8.23,2006
HD 22496 b,44,5.57 Earths,8.57,2021
HD 22532 b,526,2.12 Jupiters,7.85,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 22946 d,205,26.57 Earths,8.270001,2023
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 235088 b,134,4.84 Earths,9.19,2023
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,3.8 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 2952 b,359,0.896 Jupiters,5.9258,2013
HD 29985 b,102,5.473 Jupiters,9.98,2022
HD 30177 b,181,8.403 Jupiters,8.41,2002
HD 30177 c,181,6.15 Jupiters,8.41,2016
HD 30562 b,85,1.47 Jupiters,5.77466,2009
HD 30669 b,189,0.47 Jupiters,9.12,2014
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 31527 c,125,14.16 Earths,7.49,2019
HD 31527 d,125,11.82 Earths,7.49,2019
HD 3167 b,154,4.97 Earths,8.97,2016
HD 3167 c,154,11.13 Earths,8.97,2016
HD 3167 d,154,4.33 Earths,8.97,2017
HD 3167 e,154,8.41 Earths,8.97,2022
HD 32518 b,398,2.849 Jupiters,6.43005,2009
